Call/Put,Strike,Last,Theoretical,IV,Delta,Gamma,Rho,Theta,Vega,Volume
Call,325.00,0.05,0.00,0.00%,0.00,0.00000,0.00000,0.00000,0.00000,1
Call,330.00,0.08,0.03,48.83%,0.35,0.00037,0.00048,-0.00659,0.00623,8
Call,335.00,0.05,0.03,50.75%,0.34,0.00034,0.00046,-0.00665,0.00604,1
Call,340.00,0.03,0.02,51.72%,0.28,0.00028,0.00038,-0.00573,0.00511,15
Call,345.00,0.02,0.00,0.00%,0.00,0.00000,0.00000,0.00000,0.00000,9
Call,350.00,0.02,0.00,0.00%,0.00,0.00000,0.00000,0.00000,0.00000,105
Call,355.00,0.01,0.01,52.70%,0.12,0.00013,0.00016,-0.00266,0.00232,50
Call,360.00,0.02,0.00,0.00%,0.00,0.00000,0.00000,0.00000,0.00000,2
Call,365.00,0.01,0.02,59.29%,0.20,0.00018,0.00028,-0.00489,0.00380,5
Put,110.00,0.01,0.01,97.30%,-0.06,0.00004,-0.00010,-0.00267,0.00126,8
Put,115.00,0.01,0.00,0.00%,0.00,0.00000,0.00000,0.00000,0.00000,10
Put,120.00,0.01,0.01,86.71%,-0.07,0.00005,-0.00011,-0.00265,0.00140,2
Put,125.00,0.02,0.02,86.80%,-0.13,0.00008,-0.00021,-0.00478,0.00253,4
Put,130.00,0.02,0.02,81.75%,-0.14,0.00009,-0.00022,-0.00475,0.00267,100
Put,135.00,0.03,0.00,0.00%,0.00,0.00000,0.00000,0.00000,0.00000,3
Put,140.00,0.06,0.00,0.00%,0.00,0.00000,0.00000,0.00000,0.00000,2
Put,145.00,0.05,0.05,73.31%,-0.32,0.00023,-0.00051,-0.00924,0.00579,101
Put,150.00,0.04,0.06,70.09%,-0.41,0.00029,-0.00064,-0.01084,0.00710,28
Put,155.00,0.03,0.03,61.33%,-0.26,0.00023,-0.00041,-0.00646,0.00483,20
Put,160.00,0.08,0.08,63.59%,-0.63,0.00047,-0.00098,-0.01448,0.01045,54
Put,165.00,0.09,0.09,59.86%,-0.74,0.00058,-0.00115,-0.01576,0.01208,51
Put,170.00,0.12,0.12,57.43%,-1.00,0.00078,-0.00155,-0.01965,0.01570,70
Put,175.00,0.16,0.16,55.02%,-1.34,0.00106,-0.00209,-0.02440,0.02034,91
Put,180.00,0.21,0.21,52.49%,-1.79,0.00142,-0.00278,-0.02977,0.02600,81
Put,185.00,0.23,0.23,48.51%,-2.08,0.00175,-0.00324,-0.03136,0.02962,70
Put,190.00,0.30,0.30,45.88%,-2.77,0.00235,-0.00430,-0.03770,0.03764,140
Put,195.00,0.38,0.38,42.97%,-3.61,0.00312,-0.00560,-0.04401,0.04690,312
Put,200.00,0.51,0.51,40.46%,-4.92,0.00426,-0.00762,-0.05321,0.06018,132
Put,205.00,0.60,0.60,36.76%,-6.16,0.00559,-0.00951,-0.05774,0.07183,186
Put,207.50,0.73,0.73,35.84%,-7.43,0.00663,-0.01148,-0.06513,0.08307,78
Put,210.00,0.77,0.84,34.41%,-8.66,0.00776,-0.01338,-0.07023,0.09325,590
Put,212.50,0.94,0.94,32.69%,-9.94,0.00904,-0.01534,-0.07391,0.10324,108
Put,215.00,1.12,1.12,31.50%,-11.84,0.01064,-0.01828,-0.08086,0.11713,537
Put,217.50,1.23,1.34,30.32%,-14.14,0.01250,-0.02183,-0.08809,0.13245,"1,211"
Put,220.00,1.54,1.60,29.09%,-16.86,0.01464,-0.02603,-0.09501,0.14877,"1,866"
Put,222.50,1.95,1.95,28.06%,-20.28,0.01702,-0.03131,-0.10287,0.16680,"2,118"
Put,225.00,2.37,2.37,26.99%,-24.28,0.01961,-0.03753,-0.10980,0.18487,628
Put,227.50,2.87,2.87,25.85%,-28.96,0.02238,-0.04478,-0.11519,0.20212,"2,029"
Put,230.00,3.57,3.57,25.13%,-34.63,0.02483,-0.05363,-0.12101,0.21798,"1,559"
Put,232.50,4.40,4.40,24.36%,-40.94,0.02699,-0.06351,-0.12384,0.22957,270
Put,235.00,5.40,5.40,23.63%,-47.84,0.02851,-0.07439,-0.12355,0.23531,465
Put,237.50,6.00,6.63,23.12%,-55.10,0.02894,-0.08593,-0.12052,0.23370,362
Put,240.00,7.95,7.95,22.24%,-62.67,0.02879,-0.09799,-0.11158,0.22360,322
Put,242.50,8.90,9.70,22.46%,-69.25,0.02645,-0.10886,-0.10518,0.20754,11
Put,245.00,10.90,11.42,21.75%,-76.08,0.02410,-0.12007,-0.09082,0.18313,83
Put,247.50,12.30,13.23,20.38%,-83.10,0.02088,-0.13163,-0.07047,0.14865,15
Put,250.00,14.88,15.43,20.67%,-87.23,0.01705,-0.13914,-0.06015,0.12310,29
Put,252.50,14.84,17.45,18.00%,-93.71,0.01152,-0.15004,-0.03356,0.07248,2
Put,255.00,19.16,19.75,15.95%,-97.58,0.00590,-0.15723,-0.01683,0.03294,2
Put,260.00,24.19,25.00,24.44%,-94.40,0.00774,-0.15582,-0.04037,0.06615,31
Put,265.00,25.22,29.68,16.86%,-99.67,0.00083,-0.16659,-0.00730,0.00489,2
Put,270.00,34.15,35.35,36.58%,-92.60,0.00644,-0.15967,-0.07052,0.08227,1
Put,275.00,44.10,40.30,39.58%,-93.50,0.00538,-0.16412,-0.06921,0.07445,32
Put,280.00,43.25,45.30,43.07%,-93.93,0.00469,-0.16791,-0.07120,0.07053,9
Put,285.00,54.30,50.35,47.17%,-93.98,0.00425,-0.17117,-0.07696,0.07002,23
Put,290.00,58.30,55.35,50.46%,-94.30,0.00380,-0.17480,-0.07872,0.06705,10
Put,295.00,62.60,60.30,52.86%,-94.86,0.00334,-0.17874,-0.07616,0.06177,11
Put,300.00,69.60,65.25,55.07%,-95.36,0.00295,-0.18261,-0.07320,0.05680,1
Put,305.00,71.55,70.30,58.92%,-95.29,0.00279,-0.18568,-0.07888,0.05753,10
Put,310.00,72.10,75.40,63.54%,-94.98,0.00273,-0.18843,-0.08890,0.06062,9
Put,315.00,82.30,80.40,66.42%,-95.15,0.00254,-0.19184,-0.09021,0.05890,8
Put,320.00,0.00,85.30,67.41%,-95.77,0.00223,-0.19585,-0.08234,0.05265,0
Put,325.00,93.04,90.30,70.11%,-95.91,0.00209,-0.19920,-0.08337,0.05130,3
Put,330.00,0.00,95.40,74.65%,-95.58,0.00209,-0.20194,-0.09374,0.05458,0
Put,335.00,102.99,100.30,75.31%,-96.13,0.00186,-0.20584,-0.08528,0.04893,3
Put,340.00,105.20,105.30,77.83%,-96.23,0.00176,-0.20914,-0.08617,0.04787,8
Put,345.00,0.00,110.30,80.30%,-96.33,0.00167,-0.21243,-0.08702,0.04689,0
Put,350.00,117.10,115.30,82.71%,-96.41,0.00159,-0.21570,-0.08784,0.04598,18
Put,355.00,0.00,120.40,87.19%,-96.10,0.00162,-0.21845,-0.09860,0.04931,0
Put,360.00,0.00,125.40,89.55%,-96.18,0.00155,-0.22172,-0.09946,0.04846,0
Put,365.00,124.60,130.40,91.86%,-96.25,0.00148,-0.22499,-0.10029,0.04766,1
