Call/Put,Strike,Last,Theoretical,IV,Delta,Gamma,Rho,Theta,Vega,Volume
Call,122.00,0.02,0.01,7.61%,5.00,0.21513,0.00015,-0.02498,0.00650,"44,164"
Call,123.00,0.01,0.01,14.76%,2.81,0.06927,0.00009,-0.03033,0.00406,"25,957"
Call,124.00,0.01,0.01,21.34%,2.03,0.03644,0.00006,-0.03339,0.00309,"16,124"
Call,125.00,0.01,0.01,27.60%,1.61,0.02319,0.00005,-0.03555,0.00254,"7,853"
Call,126.00,0.01,0.01,33.62%,1.35,0.01636,0.00004,-0.03723,0.00218,"2,871"
Call,127.00,0.01,0.01,39.46%,1.17,0.01231,0.00004,-0.03861,0.00193,"1,965"
Call,128.00,0.01,0.01,45.15%,1.04,0.00969,0.00003,-0.03978,0.00174,"1,948"
Call,129.00,0.01,0.01,50.71%,0.94,0.00788,0.00003,-0.04079,0.00159,"2,264"
Call,130.00,0.01,0.01,56.16%,0.85,0.00656,0.00003,-0.04169,0.00146,828
Call,131.00,0.01,0.01,61.50%,0.79,0.00558,0.00002,-0.04250,0.00136,"9,076"
Call,132.00,0.01,0.01,66.75%,0.73,0.00482,0.00002,-0.04323,0.00128,185
Call,133.00,0.01,0.01,71.91%,0.68,0.00421,0.00002,-0.04390,0.00120,100
Call,134.00,0.01,0.01,76.99%,0.64,0.00373,0.00002,-0.04451,0.00114,212
Call,135.00,0.01,0.01,82.00%,0.61,0.00333,0.00002,-0.04508,0.00108,415
Call,136.00,0.01,0.01,86.93%,0.58,0.00300,0.00002,-0.04562,0.00104,42
Call,137.00,0.01,0.01,91.79%,0.55,0.00272,0.00002,-0.04612,0.00099,55
Call,138.00,0.01,0.01,96.60%,0.52,0.00248,0.00002,-0.04659,0.00095,82
Call,139.00,0.01,0.01,101.34%,0.50,0.00227,0.00002,-0.04703,0.00092,1
Call,140.00,0.01,0.01,106.02%,0.48,0.00210,0.00002,-0.04745,0.00088,98
Call,141.00,0.01,0.01,110.64%,0.46,0.00194,0.00001,-0.04785,0.00085,13
Call,142.00,0.01,0.01,115.21%,0.45,0.00180,0.00001,-0.04823,0.00083,104
Call,143.00,0.01,0.01,119.73%,0.43,0.00168,0.00001,-0.04859,0.00080,103
Call,144.00,0.01,0.00,0.00%,0.00,0.00000,0.00000,0.00000,0.00000,2
Call,145.00,0.01,0.01,128.61%,0.41,0.00148,0.00001,-0.04927,0.00076,8
Call,146.00,0.01,0.00,0.00%,0.00,0.00000,0.00000,0.00000,0.00000,10
Call,147.00,0.01,0.00,0.00%,0.00,0.00000,0.00000,0.00000,0.00000,20
Call,148.00,0.01,0.00,0.00%,0.00,0.00000,0.00000,0.00000,0.00000,10
Call,149.00,0.01,0.00,0.00%,0.00,0.00000,0.00000,0.00000,0.00000,2
Call,150.00,0.01,0.00,0.00%,0.00,0.00000,0.00000,0.00000,0.00000,15
Call,155.00,0.01,0.00,0.00%,0.00,0.00000,0.00000,0.00000,0.00000,10
Call,160.00,0.01,0.01,189.87%,0.29,0.00073,0.00001,-0.05309,0.00055,2
Call,165.00,0.01,0.01,208.52%,0.26,0.00062,0.00001,-0.05404,0.00051,1
Call,170.00,0.01,0.00,0.00%,0.00,0.00000,0.00000,0.00000,0.00000,1
Call,175.00,0.01,0.00,0.00%,0.00,0.00000,0.00000,0.00000,0.00000,70
Call,180.00,0.01,0.00,0.00%,0.00,0.00000,0.00000,0.00000,0.00000,20
Call,185.00,0.01,0.01,276.33%,0.20,0.00037,0.00001,-0.05700,0.00041,2
Call,190.00,0.04,0.00,0.00%,0.00,0.00000,0.00000,0.00000,0.00000,6
Call,195.00,0.01,0.00,0.00%,0.00,0.00000,0.00000,0.00000,0.00000,6
Call,200.00,0.01,0.00,0.00%,0.00,0.00000,0.00000,0.00000,0.00000,1
Call,205.00,0.01,0.00,0.00%,0.00,0.00000,0.00000,0.00000,0.00000,1
Put,60.00,0.01,0.00,0.00%,0.00,0.00000,0.00000,0.00000,0.00000,1
Put,65.00,0.01,0.01,412.28%,-0.13,0.00016,0.00000,-0.05588,0.00027,1
Put,70.00,0.01,0.01,366.20%,-0.14,0.00020,-0.00001,-0.05518,0.00030,400
Put,75.00,0.01,0.00,0.00%,0.00,0.00000,0.00000,0.00000,0.00000,14
Put,80.00,0.01,0.00,0.00%,0.00,0.00000,0.00000,0.00000,0.00000,2
Put,85.00,0.01,0.00,0.00%,0.00,0.00000,0.00000,0.00000,0.00000,100
Put,90.00,0.01,0.00,0.00%,0.00,0.00000,0.00000,0.00000,0.00000,120
Put,95.00,0.01,0.00,0.00%,0.00,0.00000,0.00000,0.00000,0.00000,20
Put,96.00,0.02,0.00,0.00%,0.00,0.00000,0.00000,0.00000,0.00000,42
Put,97.00,0.01,0.00,0.00%,0.00,0.00000,0.00000,0.00000,0.00000,3
Put,98.00,0.01,0.00,0.00%,0.00,0.00000,0.00000,0.00000,0.00000,2
Put,99.00,0.01,0.00,0.00%,0.00,0.00000,0.00000,0.00000,0.00000,333
Put,100.00,0.01,0.01,139.69%,-0.36,0.00123,-0.00001,-0.04839,0.00068,38
Put,101.00,0.01,0.00,0.00%,0.00,0.00000,0.00000,0.00000,0.00000,204
Put,102.00,0.01,0.00,0.00%,0.00,0.00000,0.00000,0.00000,0.00000,94
Put,103.00,0.01,0.00,0.00%,0.00,0.00000,0.00000,0.00000,0.00000,553
Put,104.00,0.01,0.00,0.00%,0.00,0.00000,0.00000,0.00000,0.00000,278
Put,105.00,0.01,0.01,107.29%,-0.46,0.00200,-0.00002,-0.04633,0.00085,52
Put,106.00,0.01,0.01,100.91%,-0.49,0.00223,-0.00002,-0.04585,0.00090,32
Put,107.00,0.01,0.01,94.55%,-0.52,0.00252,-0.00002,-0.04533,0.00095,24
Put,108.00,0.01,0.01,88.22%,-0.56,0.00285,-0.00002,-0.04478,0.00100,86
Put,109.00,0.01,0.01,81.90%,-0.59,0.00327,-0.00002,-0.04418,0.00106,39
Put,110.00,0.01,0.01,75.60%,-0.64,0.00378,-0.00002,-0.04354,0.00114,"1,054"
Put,111.00,0.01,0.01,69.31%,-0.69,0.00442,-0.00002,-0.04284,0.00122,528
Put,112.00,0.01,0.01,63.01%,-0.76,0.00526,-0.00003,-0.04207,0.00132,"1,416"
Put,113.00,0.01,0.01,56.71%,-0.83,0.00636,-0.00003,-0.04121,0.00143,513
Put,114.00,0.01,0.01,50.39%,-0.93,0.00786,-0.00003,-0.04025,0.00157,"2,146"
Put,115.00,0.01,0.01,44.05%,-1.05,0.01001,-0.00004,-0.03916,0.00175,"2,307"
Put,116.00,0.03,0.01,37.66%,-1.21,0.01325,-0.00004,-0.03788,0.00198,"8,468"
Put,117.00,0.01,0.01,31.19%,-1.43,0.01853,-0.00005,-0.03635,0.00230,"5,461"
Put,118.00,0.01,0.01,24.62%,-1.77,0.02817,-0.00006,-0.03443,0.00275,"17,791"
Put,119.00,0.01,0.01,17.87%,-2.36,0.04945,-0.00008,-0.03185,0.00351,"40,309"
Put,120.00,0.01,0.01,10.79%,-3.68,0.11842,-0.00012,-0.02784,0.00507,"68,785"
Put,121.00,0.01,0.01,2.78%,-11.70,1.12211,-0.00038,-0.01765,0.01236,"27,408"
Put,122.00,0.35,0.91,15.61%,-78.78,0.29487,-0.00260,-0.14626,0.01826,"5,395"
Put,123.00,1.61,2.15,39.96%,-75.69,0.12438,-0.00254,-0.40117,0.01971,"4,541"
Put,124.00,2.83,2.83,27.02%,-94.68,0.06362,-0.00318,-0.09544,0.00682,"2,889"
Put,125.00,3.36,3.90,43.24%,-91.31,0.05809,-0.00309,-0.22042,0.00997,"7,157"
Put,126.00,4.95,4.95,56.50%,-90.42,0.04776,-0.00309,-0.30871,0.01071,"1,268"
Put,127.00,6.02,6.02,71.32%,-89.27,0.04111,-0.00308,-0.42272,0.01163,"1,820"
Put,128.00,7.02,7.02,79.82%,-90.21,0.03435,-0.00314,-0.44238,0.01088,925
Put,129.00,8.04,8.04,89.96%,-90.48,0.02986,-0.00318,-0.48828,0.01066,166
Put,130.00,8.60,11.00,212.47%,-71.88,0.02521,-0.00265,-2.29169,0.02125,953
Put,131.00,10.06,10.06,107.97%,-91.26,0.02336,-0.00326,-0.55011,0.01001,39
Put,132.00,11.57,11.57,156.38%,-84.35,0.02434,-0.00307,-1.19981,0.01510,30
Put,133.00,12.90,12.90,186.45%,-81.86,0.02246,-0.00303,-1.57264,0.01661,7
Put,134.00,13.92,13.92,197.02%,-82.35,0.02088,-0.00307,-1.63299,0.01632,6
Put,135.00,14.70,14.70,191.87%,-84.88,0.01940,-0.00318,-1.43907,0.01477,32
Put,136.00,15.48,15.48,184.46%,-87.56,0.01765,-0.00328,-1.21068,0.01292,9
Put,137.00,17.00,17.00,229.09%,-83.38,0.01728,-0.00319,-1.82710,0.01571,7
Put,138.00,17.79,17.79,223.71%,-85.50,0.01618,-0.00328,-1.63095,0.01436,2
Put,139.00,18.37,18.15,176.96%,-92.56,0.01262,-0.00352,-0.79759,0.00886,2
Put,140.00,20.04,20.04,257.43%,-84.39,0.01476,-0.00330,-1.97072,0.01508,10
Put,141.00,20.55,20.55,229.49%,-88.66,0.01329,-0.00346,-1.41074,0.01210,6
Put,142.00,22.17,21.15,197.56%,-93.20,0.01055,-0.00362,-0.83072,0.00827,6
Put,143.00,19.61,22.20,210.19%,-92.77,0.01039,-0.00364,-0.92590,0.00867,2
Put,144.00,23.35,23.35,233.14%,-91.34,0.01075,-0.00362,-1.17772,0.00994,2
Put,145.00,24.75,24.75,275.78%,-88.08,0.01146,-0.00355,-1.75595,0.01254,4
Put,146.00,26.30,25.20,229.99%,-93.29,0.00897,-0.00373,-0.95732,0.00819,1
Put,147.00,24.70,26.13,226.59%,-94.29,0.00802,-0.00379,-0.83134,0.00722,1
Put,148.00,25.69,27.10,229.15%,-94.71,0.00747,-0.00383,-0.79145,0.00679,1
Put,149.00,28.32,28.10,235.19%,-94.82,0.00715,-0.00386,-0.79853,0.00668,5
Put,150.00,26.28,29.20,255.20%,-93.83,0.00757,-0.00386,-0.99431,0.00767,40
Put,155.00,35.10,34.10,269.93%,-95.38,0.00569,-0.00404,-0.83667,0.00610,20
Put,160.00,40.10,39.12,301.47%,-95.49,0.00500,-0.00418,-0.91696,0.00598,5
Put,165.00,38.40,44.20,340.11%,-95.12,0.00472,-0.00431,-1.10086,0.00637,60
Put,170.00,44.37,49.20,365.70%,-95.40,0.00419,-0.00445,-1.12891,0.00608,1
Put,175.00,49.30,54.15,381.25%,-96.03,0.00356,-0.00461,-1.04417,0.00539,21
Put,180.00,55.15,59.18,409.07%,-96.03,0.00332,-0.00474,-1.12182,0.00540,60
Put,185.00,63.00,64.20,436.14%,-96.01,0.00313,-0.00488,-1.19929,0.00541,1
Put,190.00,66.85,69.18,452.95%,-96.34,0.00281,-0.00502,-1.16104,0.00504,20
Put,195.00,72.55,74.43,517.21%,-94.89,0.00322,-0.00512,-1.73469,0.00660,20
Put,200.00,80.00,79.15,488.36%,-96.76,0.00236,-0.00530,-1.13382,0.00457,2
Put,205.00,85.05,84.15,507.57%,-96.86,0.00221,-0.00544,-1.14840,0.00445,2
